"","Ticker","Report.Date","Currency","Revenue","Cost.of.Revenue","Gross.Profit","Operating.Expenses","Selling..General...Administrative","Research...Development","Depreciation...Amortization.x","Operating.Income..Loss.","Non.Operating.Income..Loss.","Interest.Expense..Net","Pretax.Income..Loss...Adj.","Abnormal.Gains..Losses.","Pretax.Income..Loss.","Income.Tax..Expense..Benefit..Net","Income..Loss..from.Continuing.Operations","Net.Extraordinary.Gains..Losses.","Net.Income","Net.Income..Common.","Net.Income.Starting.Line","Non.Cash.Items","Change.in.Working.Capital","Change.in.Accounts.Receivable","Change.in.Inventories","Change.in.Accounts.Payable","Change.in.Other","Net.Cash.from.Operating.Activities","Change.in.Fixed.Assets...Intangibles","Net.Change.in.Long.Term.Investment","Net.Cash.from.Acquisitions...Divestitures","Net.Cash.from.Investing.Activities","Dividends.Paid","Cash.from..Repayment.of..Debt","Cash.from..Repurchase.of..Equity","Net.Cash.from.Financing.Activities","Net.Change.in.Cash","SimFinId","Fiscal.Year","Fiscal.Period","Publish.Date","Restated.Date","Shares..Basic.","Shares..Diluted.","Cash..Cash.Equivalents...Short.Term.Investments","Accounts...Notes.Receivable","Inventories","Total.Current.Assets","Property..Plant...Equipment..Net","Long.Term.Investments...Receivables","Other.Long.Term.Assets","Total.Noncurrent.Assets","Total.Assets","Payables...Accruals","Short.Term.Debt","Total.Current.Liabilities","Long.Term.Debt","Total.Noncurrent.Liabilities","Total.Liabilities","Share.Capital...Additional.Paid.In.Capital","Treasury.Stock","Retained.Earnings","Total.Equity","Total.Liabilities...Equity","Company.Name","IndustryId"
"6970","HCHC","2018-12-31","USD",1976700000,-1585200000,391500000,-447300000,-218400000,NA,-31700000,-55800000,18400000,-75700000,-37400000,219700000,182300000,-2400000,179900000,NA,1.62e+08,155600000,179900000,-207200000,3.3e+08,NA,NA,NA,NA,341400000,-33800000,-1102300000,662300000,-224600000,-2e+06,153600000,-5800000,115200000,231500000,625571,2018,"Q4","2019-03-12","2019-05-07",44413000,51199000,3917100000,379200000,NA,5747700000,376300000,NA,379800000,756100000,6503800000,344900000,NA,5427100000,743900000,854700000,6281800000,260500000,-2600000,-57200000,2.22e+08,6503800000,"HC2 HOLDINGS, INC.",108001
"6989","HCP","2018-12-31","USD",1846689000,-705038000,1141651000,-646201000,-96702000,NA,-549499000,495450000,-253027000,-266343000,242423000,815791000,1058214000,17854000,1073474000,0,1061093000,1058424000,1073474000,-820575000,46311000,NA,NA,NA,NA,848709000,1450463000,0,-12203000,1829279000,-696913000,-2313107000,214224000,-2620536000,57643000,378162,2018,"Q4","2019-02-14","2019-05-02",473011000,491794000,110790000,111169000,NA,964833000,10209450000,NA,1544270000,11753720000,12718553000,391583000,80103000,662369000,5487805000,5543593000,6205962000,8876343000,NA,NA,6512591000,12718553000,"HEALTHPEAK PROPERTIES, INC.",109001
"6999","HCSG","2018-12-31","USD",2008821000,-1771981000,236840000,-136603000,-136603000,NA,NA,100237000,-327000,-327000,99910000,NA,99910000,-16386000,83524000,NA,83524000,83524000,83524000,47076000,-59841000,NA,NA,NA,NA,80031000,-4300000,-5286000,0,-9586000,-57201000,-5382000,8517000,-53977000,16468000,923327,2018,"Q4","2019-03-18","2019-05-03",74094000,74657000,102387000,341838000,41443000,508136000,12900000,43043000,128524000,184467000,692603000,133391000,NA,163391000,58904000,88432000,251823000,260193000,-9663000,190092000,440780000,692603000,"HEALTHCARE SERVICES GROUP INC",100002
"7009","HD","2019-02-28","USD",1.08203e+11,-7.1043e+10,3.716e+10,-2.1383e+10,-1.9513e+10,NA,-1.87e+09,1.5777e+10,-9.74e+08,-9.58e+08,1.4803e+10,-2.47e+08,1.4556e+10,-3.435e+09,1.1121e+10,NA,1.1121e+10,1.1121e+10,1.1121e+10,4.52e+08,-6.87e+08,NA,NA,NA,NA,1.3038e+10,-2.409e+09,NA,-2.1e+07,-2.416e+09,-4.704e+09,2.037e+09,-9.727e+09,-1.242e+10,-1.817e+09,261673,2018,"Q4","2019-03-28","2019-08-27",1.032e+09,1.038e+09,1.778e+09,1.936e+09,1.3925e+10,1.8529e+10,2.2375e+10,NA,3.099e+09,2.5474e+10,4.4003e+10,1.2539e+10,2.395e+09,1.6716e+10,2.6807e+10,2.9165e+10,4.5881e+10,1.0667e+10,-5.8196e+10,4.6423e+10,-1.878e+09,4.4003e+10,"HOME DEPOT INC",103002
"7020","HDS","2019-02-28","USD",6.047e+09,-3.672e+09,2.375e+09,-1.651e+09,-1.543e+09,NA,-1.08e+08,7.24e+08,-1.29e+08,-1.29e+08,5.95e+08,-6.9e+07,5.26e+08,-1.35e+08,3.91e+08,3e+06,3.94e+08,3.94e+08,3.94e+08,2.42e+08,-1.58e+08,NA,NA,NA,NA,5.84e+08,-1.15e+08,NA,-3.62e+08,-4.77e+08,NA,-1.9e+07,NA,-6.27e+08,-5.2e+08,218138,2018,"Q4","2019-03-10","2019-09-10",174348000,175160000,3.8e+07,7.32e+08,7.66e+08,1.586e+09,3.7e+08,NA,2.277e+09,2.647e+09,4.233e+09,4.76e+08,1.1e+07,7.46e+08,2.129e+09,2.206e+09,2.952e+09,4.069e+09,-1.186e+09,-1.572e+09,1.281e+09,4.233e+09,"HD Supply Holdings, Inc.",100005
"7029","HDSN","2018-12-31","USD",166525000,-173890000,-7365000,-35243000,-32270000,NA,NA,-42608000,-14755000,-14755000,-57363000,NA,-57363000,1704000,-55659000,NA,-55659000,-55659000,-55659000,29366000,55493000,NA,NA,NA,NA,36331000,-1092000,NA,0,-1092000,NA,-36941000,17000,-37969000,-2730000,346795,2018,"Q4","2019-03-15","2019-08-14",42603243,42603243,2272000,14065000,101962000,123586000,27395000,NA,77360000,104755000,228341000,28740000,31672000,60412000,98273000,98716000,159128000,116145000,NA,-46932000,69213000,228341000,"HUDSON TECHNOLOGIES INC /NY",100001
"7036","HEAR","2018-12-31","USD",287437000,-178738000,108699000,-54658000,-49047000,-5611000,NA,54041000,-13114000,-5335000,40927000,0,40927000,-1737000,39190000,NA,39190000,39190000,39190000,20557000,-21755000,NA,NA,NA,NA,42249000,-5079000,NA,NA,-5079000,NA,-36741000,3989000,-35129000,1831000,817639,2018,"Q4","2019-03-18","2019-03-18",14281000,12914000,7078000,52797000,49472000,113816000,5856000,NA,2248000,8104000,121920000,17724000,NA,73597000,0,10827000,84424000,169435000,NA,-131463000,37496000,121920000,"Turtle Beach Corp",101005
"7046","HEI","2018-10-31","USD",1777721000,-1087006000,690715000,-314470000,-314470000,NA,NA,376245000,-19959000,-19901000,356286000,NA,356286000,-70600000,285686000,NA,259233000,259233000,285686000,3325000,-37715000,NA,NA,NA,NA,328487000,-41871000,NA,-59775000,-113511000,-15363000,-1.48e+08,4031000,-207535000,7533000,250786,2018,"Q4","2018-12-20","2018-12-20",132905000,137073000,59599000,251469000,401553000,733808000,154739000,NA,1764849000,1919588000,2653396000,281570000,859000,282429000,531611000,735913000,1018342000,318396000,NA,1091183000,1635054000,2653396000,"HEICO CORP",100008
"7055","HELE","2019-02-28","USD",1564151000,-923045000,641106000,-438141000,-438141000,NA,NA,202965000,-11379000,-11719000,191586000,-3586000,1.88e+08,-13776000,174224000,-5679000,168545000,168545000,174224000,31261000,-34844000,NA,NA,NA,NA,195303000,-25247000,NA,0,-25247000,NA,29900000,-208823000,-178923000,-8867000,91621,2018,"Q4","2019-04-29","2019-10-10",25355000,25675000,11871000,280280000,302339000,604859000,130338000,NA,914338000,1044676000,1649535000,310147000,1884000,312031000,318900000,340867000,652898000,249080000,NA,746366000,996637000,1649535000,"HELEN OF TROY LTD",102002
"7068","HES","2018-12-31","USD",6.323e+09,NA,6.323e+09,-5.794e+09,-2.244e+09,-3.62e+08,-1.883e+09,5.29e+08,-2.88e+08,-3.99e+08,2.41e+08,-2.1e+07,2.2e+08,-3.35e+08,-1.15e+08,NA,-2.82e+08,-3.28e+08,-1.15e+08,3.57e+08,-1.86e+08,NA,NA,NA,NA,1.939e+09,-1.49e+09,NA,-6.7e+07,-1.566e+09,-3.45e+08,-6.33e+08,-1.365e+09,-2.526e+09,-2.153e+09,378163,2018,"Q4","2019-02-21","2019-08-06",291500000,291500000,2.694e+09,NA,2.45e+08,4.459e+09,1.6083e+10,NA,8.91e+08,1.6974e+10,2.1433e+10,2.136e+09,6.7e+07,2.203e+09,6.605e+09,8.342e+09,1.0545e+10,5.677e+09,NA,4.257e+09,1.0888e+10,2.1433e+10,"Hess Corporation",107002
"7081","HGEN","2018-12-31","USD",NA,NA,NA,-11331000,-9112000,-2219000,NA,-11331000,-528000,-852000,-11859000,-145000,-12004000,NA,-12004000,NA,-12004000,-12004000,-12004000,5521000,255000,NA,NA,NA,NA,-6209000,NA,NA,NA,NA,NA,3475000,2781000,6256000,47000,263238,2018,"Q4","2019-03-26","2019-05-03",22145017,22145017,814000,NA,NA,1299000,NA,NA,71000,71000,1370000,5985000,2278000,8263000,1217000,1217000,9480000,266491000,NA,-274601000,-8110000,1370000,"KALOBIOS PHARMACEUTICALS INC",NA
"7090","HGR","2018-12-31","USD",1048760000,-702809000,345951000,-269909000,-109552000,NA,-36455000,76042000,-37566000,-37566000,38476000,-34096000,4380000,-5238000,-858000,NA,-858000,-858000,-858000,33089000,9841000,NA,NA,NA,NA,78527000,-14747000,NA,-1978000,-27158000,NA,48565000,64000,38966000,90335000,626019,2018,"Q4","2019-03-14","2019-08-07",36912440,35598768,95114000,143986000,67690000,325900000,89489000,NA,287621000,377110000,703010000,162691000,8583000,171274000,502090000,553660000,724934000,344326000,-696000,-361023000,-21924000,703010000,"HANGER, INC.",NA
"7100","HI","2018-09-30","USD",1770100000,-1127200000,642900000,-409100000,NA,NA,-30200000,233800000,-23900000,-23300000,209900000,-63400000,146500000,-65300000,81200000,NA,76600000,76600000,81200000,77300000,33300000,NA,NA,NA,NA,248300000,-23300000,NA,0,-23100000,-52100000,-120200000,-53900000,-232500000,-1e+07,361523,2018,"Q4","2018-11-13","2018-11-13",62700000,64300000,5.6e+07,NA,172500000,610600000,1.42e+08,NA,1.112e+09,1.254e+09,1864600000,268700000,0,531700000,344600000,588800000,1120500000,351400000,-67100000,5.31e+08,744100000,1864600000,"Hillenbrand, Inc.",100001
"7110","HIBB","2019-01-31","USD",1008682000,-679947000,328735000,-291194000,-264142000,NA,-27052000,37541000,17000,17000,37558000,NA,37558000,-9137000,28421000,NA,28421000,28421000,28421000,7307000,10637000,NA,NA,NA,NA,73417000,-17366000,NA,NA,-103871000,NA,34305000,-15223000,18666000,-11788000,515787,2018,"Q4","2019-04-18","2019-09-11",18288000,18663000,61756000,9470000,280287000,367856000,115394000,NA,62815000,178209000,546065000,121244000,1017000,192795000,1994000,17221000,210016000,186142000,-609770000,759677000,336049000,546065000,"HIBBETT SPORTS INC",103002
"7119","HII","2018-12-31","USD",8.176e+09,-6.385e+09,1.791e+09,-8.71e+08,-8.71e+08,NA,NA,9.2e+08,5.1e+07,-5.8e+07,9.71e+08,NA,9.71e+08,-1.35e+08,8.36e+08,NA,8.36e+08,8.36e+08,8.36e+08,4.1e+07,-1.66e+08,NA,NA,NA,NA,9.14e+08,-4.5e+08,NA,-7.7e+07,-4.76e+08,-1.32e+08,0,-7.42e+08,-8.99e+08,-4.61e+08,903401,2018,"Q4","2019-02-14","2019-05-02",42900000,42800000,2.4e+08,2.52e+08,1.28e+08,1.745e+09,2.517e+09,NA,2.121e+09,4.638e+09,6.383e+09,1.142e+09,NA,1.829e+09,1.283e+09,3.038e+09,4.867e+09,1.955e+09,-1.76e+09,2.609e+09,1.516e+09,6.383e+09,"HUNTINGTON INGALLS INDUSTRIES, INC.",100008
"7128","HIL","2018-12-31","USD",428679000,-297988000,130691000,-148038000,-148038000,NA,NA,-17347000,-988000,-5310000,-18335000,-7938000,-26273000,-4239000,-30512000,-863000,-31461000,-31461000,-30512000,6649000,-6601000,NA,NA,NA,NA,-25897000,-2327000,NA,NA,-3072000,NA,9619000,11808000,21427000,-3813000,420734,2018,"Q4","2019-04-01","2019-05-08",55706000,55706000,18711000,117469000,NA,183095000,10787000,3015000,67872000,81674000,264769000,88862000,3364000,109039000,44587000,61285000,170324000,210090000,-28231000,-85444000,94445000,264769000,"Hill International, Inc.",100002
"7138","HLF","2018-12-31","USD",4891800000,-919300000,3972500000,-3319200000,-1955200000,NA,NA,653300000,-161600000,-161600000,491700000,-27500000,464200000,-167600000,296600000,NA,296600000,296600000,296600000,172200000,79200000,NA,NA,NA,NA,648400000,-8.4e+07,NA,NA,-83900000,NA,128200000,-750300000,-593100000,-80500000,335043,2018,"Q4","2019-02-19","2019-02-19",136900000,147900000,1198900000,70500000,381800000,1.805e+09,3.6e+08,NA,624800000,984800000,2789800000,362500000,678900000,1588800000,1774900000,1924400000,3513200000,341600000,-328900000,-526300000,-723400000,2789800000,"HERBALIFE LTD.",102002
"7143","HLI","2019-03-31","USD",1084385000,NA,1084385000,-864858000,-734935000,NA,-14475000,219527000,4793000,NA,224320000,NA,224320000,-65214000,159106000,NA,159106000,159106000,159106000,52605000,-1912000,NA,NA,NA,NA,224274000,-6726000,-146969000,-71407000,6459000,NA,-200748000,-34588000,-236138000,-14108000,65213,2018,"Q4","2019-05-02","2019-11-01",61637626,65425716,411004000,70830000,NA,565579000,31034000,NA,829299000,860333000,1425912000,476181000,NA,526525000,NA,8058000,534583000,645155000,0,276468000,891329000,1425912000,"HOULIHAN LOKEY, INC.",104003
"7153","HLS","2018-12-31","USD",4277300000,-2939100000,1338200000,-656600000,-456900000,NA,-199700000,681600000,-136400000,-147300000,545200000,-5.2e+07,493200000,-118900000,374300000,1100000,292300000,292300000,374300000,141600000,4.6e+07,NA,NA,NA,NA,762400000,-254100000,NA,-143900000,-424500000,-100800000,-90300000,0,-321200000,16700000,117690,2018,"Q4","2019-02-27","2019-02-27",97900000,100200000,69200000,467700000,NA,662100000,1634800000,NA,2878100000,4512900000,5.175e+09,302800000,35800000,672500000,2478600000,2683800000,3356300000,2589800000,-427900000,-885200000,1818700000,5.175e+09,"HEALTHSOUTH CORP",106011
"7159","HLT","2018-12-31","USD",8.906e+09,-1.332e+09,7.574e+09,-6.091e+09,-4.43e+08,NA,-3.25e+08,1.483e+09,-4.05e+08,-3.71e+08,1.078e+09,0,1.078e+09,-3.09e+08,7.69e+08,0,7.64e+08,7.64e+08,7.69e+08,1.67e+08,9.7e+07,NA,NA,NA,NA,1.358e+09,-1.75e+08,NA,NA,-2.34e+08,-1.81e+08,6.71e+08,-1.721e+09,-1.3e+09,-1.86e+08,740329,2018,"Q4","2019-02-13","2019-02-13",2.94e+08,2.98e+08,4.03e+08,1.15e+09,NA,1.983e+09,3.67e+08,NA,1.1645e+10,1.2012e+10,1.3995e+10,1.549e+09,1.6e+07,2.615e+09,7.266e+09,1.0822e+10,1.3437e+10,1.0375e+10,-2.625e+09,-6.417e+09,5.58e+08,1.3995e+10,"Hilton Worldwide Holdings Inc.",103015
"7165","HMHC","2018-12-31","USD",1322417000,-725437000,596980000,-676228000,-649295000,NA,NA,-79248000,-41241000,-43130000,-120489000,-11371000,-131860000,-5597000,-137457000,43302000,-94155000,-94155000,-106988000,-6727000,-32667000,NA,NA,NA,NA,114915000,87344000,-5e+05,NA,-6405000,NA,-8e+06,1263000,-4124000,104386000,651625,2018,"Q4","2019-02-28","2019-05-09",123580392,123263128,303198000,203574000,184209000,706278000,125925000,NA,1662921000,1788846000,2495124000,195079000,8e+06,487692000,755649000,1238962000,1726654000,4894655000,-518030000,-3562971000,768470000,2495124000,"Houghton Mifflin Harcourt Co",102006
"7172","HMTV","2018-12-31","USD",147079000,-42174000,104905000,-62053000,-44499000,NA,-16081000,42852000,-12132000,-12132000,30720000,-31246000,-526000,-10271000,-10797000,NA,-10797000,-10797000,-10797000,50101000,-18595000,NA,NA,NA,NA,36790000,-10628000,NA,NA,-61625000,NA,-2113000,-2873000,-4986000,-29821000,652016,2018,"Q4","2019-03-12","2019-08-05",38999000,38999000,94478000,30840000,NA,144824000,32209000,51658000,272576000,356443000,501267000,28125000,2134000,39918000,205090000,227950000,267868000,270349000,-59088000,19495000,233399000,501267000,"HEMISPHERE MEDIA GROUP, INC.",108001
"7183","HNI","2018-12-31","USD",2257895000,-1422857000,835038000,-691140000,-691140000,NA,NA,143898000,-9448000,-9448000,134450000,-15725000,118725000,-25399000,93326000,NA,93377000,93377000,93326000,26809000,-8493000,NA,NA,NA,NA,186430000,-31881000,-2676000,-2850000,-41220000,-51085000,-29652000,-10846000,-91739000,53471000,123823,2018,"Q4","2019-02-26","2019-02-26",43707618,44209176,78146000,255207000,157178000,531883000,384933000,NA,485028000,869961000,1401844000,428865000,679000,434308000,249355000,404277000,838585000,61623000,NA,504909000,563259000,1401844000,"HNI CORP",100001
"7192","HNNA","2018-09-30","USD",54590000,NA,54590000,-6619000,-6388000,NA,-231000,47971000,-1082000,-1227000,46889000,-23496000,23393000,-2778000,20615000,NA,20615000,20615000,20615000,-728000,753000,NA,NA,NA,NA,20871000,-3895000,NA,NA,-3895000,-2883000,-4375000,16000,-7281000,9695000,366890,2018,"Q4","2018-11-28","2018-11-28",7819423,7909435,25404000,4259000,NA,30744000,382000,NA,78354000,78736000,109480000,7641000,4228000,12035000,17500000,26465000,38500000,16783000,NA,54197000,70980000,109480000,"HENNESSY ADVISORS INC",104001
"7202","HNRG","2018-12-31","USD",293557000,-215363000,78194000,-58360000,-11841000,-1185000,-44167000,19834000,-16288000,-16288000,3546000,NA,3546000,4075000,7621000,NA,7621000,7621000,7621000,5848000,-6066000,NA,NA,NA,NA,51570000,-27014000,NA,NA,-26007000,-4942000,-38793000,NA,-21763000,3800000,684673,2018,"Q4","2019-03-11","2019-03-11",30184000,30184000,17344000,18428000,30152000,84978000,412638000,3666000,14217000,430521000,515499000,26421000,NA,51813000,155655000,204812000,256625000,101044000,NA,153830000,258874000,515499000,"HALLADOR ENERGY CO",110006
"7212","HOFT","2019-01-31","USD",683501000,-536514000,146987000,-94312000,-91928000,NA,-2384000,52675000,-1085000,-1454000,51590000,NA,51590000,-11717000,39873000,NA,39873000,39873000,39873000,-1148000,-36505000,-17982000,-21323000,8130000,-5330000,9662000,-5203000,NA,NA,-4511000,-6714000,-17917000,NA,-24631000,-19480000,985052,2018,"Q4","2019-04-18","2019-12-13",11763000,11797000,11435000,112557000,105204000,234931000,29482000,NA,105303000,134785000,369716000,55563000,5829000,64415000,29628000,42125000,106540000,49549000,NA,213380000,263176000,369716000,"HOOKER FURNITURE CORP",NA
"7223","HOG","2018-12-31","USD",5716875000,-3351796000,2365079000,-1258098000,-1258098000,NA,NA,1106981000,-220081000,-224071000,886900000,-200271000,686629000,-155178000,531451000,NA,531451000,531451000,NA,NA,NA,NA,NA,NA,NA,1205921000,-213516000,-10007000,NA,-662269000,-245810000,618128000,-387081000,-14763000,513538000,378159,2018,"Q4","2019-02-28","2019-05-09",162033000,162974000,1213773000,2520898000,556128000,4484442000,904132000,5007507000,269583000,6181222000,10665664000,885991000,2711609000,3597600000,4887667000,5294115000,8891715000,1461439000,-1065389000,2007583000,1773949000,10665664000,"Harley-Davidson",103005
"7234","HOLX","2018-09-30","USD",3217900000,-1261100000,1956800000,-1448800000,-910700000,-218700000,-319400000,5.08e+08,-134800000,-142400000,373200000,-791800000,-418600000,307300000,-111300000,NA,-111300000,-111300000,-111300000,390100000,-26200000,-38200000,-50600000,23900000,38700000,732900000,-58400000,1e+05,-76500000,-195200000,NA,-1493300000,-242600000,-404800000,126100000,362221,2018,"Q4","2018-11-20","2018-11-20",272721000,266935000,666700000,579200000,384100000,1723200000,478200000,NA,5029500000,5507700000,7230900000,628300000,601400000,1402600000,2725500000,3399500000,4802100000,5674200000,-725900000,-2.494e+09,2428800000,7230900000,"HOLOGIC INC",106003
"7239","HOME","2019-01-31","USD",1165899000,-780048000,385851000,-309816000,-303453000,NA,-6363000,76035000,-27056000,-27056000,48979000,NA,48979000,17000,48996000,NA,48996000,48996000,48996000,24265000,-43456000,NA,NA,NA,NA,86334000,-209123000,NA,NA,-209123000,NA,105694000,21685000,127730000,4941000,233408,2018,"Q4","2019-03-27","2019-09-05",63601148,69813759,10951000,NA,382023000,414549000,682663000,NA,628994000,1311657000,1726206000,233329000,4049000,469752000,336435000,545368000,1015120000,644313000,NA,66773000,711086000,1726206000,"At Home Group Inc.",103002
"7252","HON","2018-12-31","USD",4.1802e+10,-2.9046e+10,1.2756e+10,-6.051e+09,-6.051e+09,NA,NA,6.705e+09,7.82e+08,-3.67e+08,7.487e+09,NA,7.487e+09,-6.59e+08,6.828e+09,NA,6.765e+09,6.765e+09,6.765e+09,-1.733e+09,2.86e+08,-2.36e+08,-5.03e+08,7.33e+08,2.92e+08,6.434e+09,-8.13e+08,1.973e+09,-5.35e+08,1.027e+09,-2.451e+09,-1.507e+09,-3.733e+09,-5.032e+09,2.228e+09,105257,2018,"Q4","2019-02-08","2019-02-08",645503473,654214368,1.091e+10,7.508e+09,4.326e+09,2.4362e+10,5.296e+09,7.42e+08,2.7373e+10,3.3411e+10,5.7773e+10,1.2466e+10,6.458e+09,1.8924e+10,9.756e+09,2.0484e+10,3.9408e+10,7.41e+09,-1.9771e+10,3.3978e+10,1.8365e+10,5.7773e+10,"HONEYWELL INTERNATIONAL INC",100001
"7271","HP","2018-09-30","USD",2487268000,-1652610000,834658000,-802588000,-200619000,-18167000,-583802000,32070000,-15762000,-16248000,16308000,-467000,15841000,477169000,493010000,-10338000,482672000,482672000,493010000,-441453000,-90659000,NA,NA,NA,NA,544531000,-422203000,NA,-47886000,-472362000,-308430000,NA,6355000,-309189000,-237020000,360878,2018,"Q4","2018-11-16","2018-11-16",108948000,110680000,325816000,565202000,158134000,1115550000,4857382000,98696000,143239000,5099317000,6214867000,377168000,NA,377168000,493968000,1454964000,1832132000,511594000,-173188000,4027779000,4382735000,6214867000,"Helmerich & Payne, Inc.",107006
"7277","HPE","2018-10-31","USD",3.0852e+10,-2.156e+10,9.292e+09,-6.808e+09,-4.851e+09,-1.663e+09,-2.94e+08,2.484e+09,-2.36e+08,-2.74e+08,2.248e+09,-1.98e+09,2.68e+08,1.744e+09,2.012e+09,-1.04e+08,1.908e+09,1.908e+09,1.908e+09,3.319e+09,-4.839e+09,-2.2e+08,-2.6e+08,-2.7e+07,-4.332e+09,2.964e+09,-1.862e+09,6.5e+07,-1.94e+08,-2.071e+09,-5.7e+08,-1.676e+09,-3.452e+09,-5.592e+09,-4.699e+09,47023,2018,"Q4","2018-12-12","2018-12-12",1.46e+09,1.48e+09,4.88e+09,3.263e+09,2.447e+09,1.7272e+10,6.138e+09,2.398e+09,2.9685e+10,3.8221e+10,5.5493e+10,6.47e+09,2.005e+09,1.7198e+10,1.0136e+10,1.7021e+10,3.4219e+10,3.0356e+10,NA,-5.899e+09,2.1274e+10,5.5493e+10,"Hewlett Packard Enterprise Co",101005
"7287","HPJ","2018-12-31","USD",293931961,-237056725,56875236,-42880258,-29388201,-13492057,NA,13994978,-1493280,-1761718,12501698,3034817,15536515,-2381934,13154581,NA,13154581,13154581,13154581,2127431,-13709438,NA,NA,NA,NA,7510869,-15598608,NA,NA,-15915092,NA,42258312,0,42258312,28956000,163221,2018,"Q4","2019-03-28","2019-08-13",15560899,15688380,24916484,77279817,54790461,214967402,56523177,9993852,6571668,73088697,288056099,96472112,107225454,210800132,NA,0,210800132,13864838,NA,64185964,77255967,288056099,"Highpower International, Inc.",101001
"7298","HPQ","2018-10-31","USD",5.8472e+10,-4.7935e+10,1.0537e+10,-6.343e+09,-4.859e+09,-1.404e+09,-8e+07,4.194e+09,-1.051e+09,NA,3.143e+09,-1.3e+08,3.013e+09,2.314e+09,5.327e+09,0,5.327e+09,5.327e+09,5.327e+09,-3.066e+09,1.739e+09,-4.91e+08,-1.36e+08,1.429e+09,9.37e+08,4.528e+09,-3.74e+08,4.8e+08,-1.036e+09,-7.16e+08,-8.99e+08,-2.239e+09,-2.557e+09,-5.643e+09,-1.831e+09,184360,2018,"Q4","2018-12-13","2018-12-13",1.579e+09,1.603e+09,5.166e+09,5.113e+09,6.062e+09,2.1387e+10,2.198e+09,NA,1.1037e+10,1.3235e+10,3.4622e+10,1.5156e+10,1.463e+09,2.5131e+10,4.524e+09,1.013e+10,3.5261e+10,6.79e+08,NA,-4.73e+08,-6.39e+08,3.4622e+10,"HP INC",101001
"7304","HQY","2019-01-31","USD",287243000,-106050000,181193000,-103523000,-62537000,-35057000,NA,77670000,-1852000,NA,75818000,NA,75818000,-1919000,73899000,NA,73899000,73899000,73899000,22638000,-1300000,NA,NA,NA,NA,113422000,-5064000,40694000,0,25652000,NA,NA,22929000,22929000,162003000,52958,2018,"Q4","2019-03-28","2019-09-09",62206000,63467000,361475000,25668000,NA,394677000,9900000,709000,104730000,115339000,510016000,29053000,NA,29053000,NA,3884000,32937000,305229000,NA,171850000,477079000,510016000,"HEALTHEQUITY INC",101003
"7310","HRB","2018-04-30","USD",3159931000,NA,3159931000,-2407881000,-2407881000,NA,NA,752050000,-83318000,-89372000,668732000,NA,668732000,-41823000,626909000,-13760000,613149000,613149000,613149000,208583000,-155024000,NA,NA,NA,NA,850003000,-98583000,NA,-42539000,-112057000,-200469000,0,28340000,-190664000,546139000,506954,2018,"Q4","2018-06-15","2019-06-14",209216000,214772000,1544944000,146774000,NA,1891713000,231888000,NA,1017348000,1249236000,3140949000,842625000,1026000,843651000,1494609000,1903587000,2747238000,762712000,-717678000,362980000,393711000,3140949000,"H&R BLOCK INC",103020
"7321","HRC","2018-09-30","USD",2.848e+09,-1453800000,1394200000,-1027100000,-891500000,-135600000,NA,367100000,-92300000,-9.5e+07,274800000,-77600000,197200000,55200000,252400000,NA,252400000,252400000,252400000,83300000,-30100000,NA,NA,NA,NA,395200000,-84300000,NA,0,-82400000,-51800000,-480700000,32300000,-356600000,-48800000,357864,2018,"Q4","2018-11-19","2018-11-19",66539000,67773000,1.83e+08,580700000,291700000,1155600000,328300000,NA,2876100000,3204400000,4.36e+09,352300000,182500000,662400000,1790400000,2081400000,2743800000,607300000,-754300000,1876200000,1616200000,4.36e+09,"Hill-Rom Holdings, Inc.",106003
